Type,stop_id,stop_name,stop_lat,stop_lon
Metropolitan Bus,6030,Hudsons Rd/Melbourne Rd (Spotswood),-37.829628068,144.881338098
Metropolitan Bus,6031,Birmingham St/Melbourne Rd (Spotswood),-37.831271426,144.881518325
Metropolitan Bus,6033,Strickland Dr/Jells Rd (Wheelers Hill),-37.893630820,145.191466872
Metropolitan Bus,604,Bolton St/Main Rd (Eltham),-37.731999617,145.134245052
Metropolitan Bus,607,Cressy St/Main Rd (Montmorency),-37.729362088,145.128184000
Metropolitan Bus,6074,Spence St/Erebus St (Keilor Park),-37.721484339,144.860201610
Metropolitan Bus,6075,Collinson St/Spence St (Keilor Park),-37.720775317,144.857385772
Metropolitan Bus,6076,Spence St/Fosters Rd (Keilor Park),-37.720728540,144.853824804
Metropolitan Bus,6077,Swan St/Fosters Rd (Keilor Park),-37.723998324,144.852754707
Metropolitan Bus,6078,Fullarton Rd/Fosters Rd (Keilor Park),-37.725091596,144.852416798
Metropolitan Bus,6079,Collinson St/Fullarton Rd (Keilor Park),-37.726319440,144.856499856
Metropolitan Bus,608,Rangeview Rd/Main Rd (Montmorency),-37.727799092,145.125670388
Metropolitan Bus,6080,Erebus St/Fullarton Rd (Keilor Park),-37.725769676,144.860464023
Metropolitan Bus,6081,Roberts Rd/Fullarton Rd (Airport West),-37.728298671,144.866245835
Metropolitan Bus,6082,Knighton Ave/Fullarton Rd (Airport West),-37.728535187,144.867861548
Metropolitan Bus,6083,Wyong St/Woorite Pl (Keilor East),-37.730045887,144.867182816
Metropolitan Bus,6084,Tuppal Pl/Milleara Rd (Keilor East),-37.731411381,144.865452988
Metropolitan Bus,6085,Wunnamurra Dr/Milleara Rd (Keilor East),-37.734591653,144.864907764
Metropolitan Bus,6086,Clarks Rd/Milleara Rd (Keilor East),-37.736918103,144.864489151
Metropolitan Bus,6087,Keilor Park Dr/Milleara Rd (Keilor East),-37.739514759,144.864062742
Metropolitan Bus,6088,Groves St/Milleara Rd (Keilor East),-37.743816369,144.863235467
Metropolitan Bus,6089,The Crossway/Milleara Rd (Keilor East),-37.746933570,144.862691845
Metropolitan Bus,609,Elizabeth St/Looker Rd (Montmorency),-37.724167366,145.123980627
Metropolitan Bus,6090,Milleara SC/Milleara Rd (Keilor East),-37.749377505,144.862292393
Metropolitan Bus,6091,Fawkner Cres/Buckley St (Keilor East),-37.750838745,144.862863213
Metropolitan Bus,6092,Quinn Gr/Buckley St (Keilor East),-37.751224477,144.866245655
Metropolitan Bus,6093,Phillip Rd/Buckley St (Keilor East),-37.751538243,144.869142162
Metropolitan Bus,6094,Dickson St/Buckley St (Keilor East),-37.752085320,144.873984172
Metropolitan Bus,6095,Prospect St/Buckley St (Essendon West),-37.753300214,144.884402726
Metropolitan Bus,6096,Garnet St/Buckley St (Essendon West),-37.753462202,144.885896314
Metropolitan Bus,6097,Hoffmans Rd/Buckley St (Essendon West),-37.753814770,144.888973498
Metropolitan Bus,6098,Ogilvie St/Buckley St (Essendon),-37.754106111,144.891655196
Metropolitan Bus,6099,Price St/Buckley St (Essendon),-37.754323998,144.893760141
Metropolitan Bus,61,Pickles St/Crockford St (Port Melbourne),-37.834236570,144.949221911
Metropolitan Bus,610,Olympic Village SC/Southern Rd (Heidelberg West),-37.741302581,145.040567846
Metropolitan Bus,6100,Cooper St/Buckley St (Essendon),-37.754611179,144.896214991
Metropolitan Bus,6101,Hedderwick St/Buckley St (Essendon),-37.754931199,144.898998091
Metropolitan Bus,6102,Essendon Keilor College/Buckley St (Essendon),-37.755291022,144.901995747
Metropolitan Bus,611,Larissa St/Southern Rd (Heidelberg West),-37.741057081,145.038270596
Metropolitan Bus,6148,Eliza St/Erebus St (Keilor Park),-37.723848656,144.859883963
Metropolitan Bus,6149,Spence St/Erebus St (Keilor Park),-37.721405746,144.860340012
Metropolitan Bus,6151,William St/Fosters Rd (Keilor Park),-37.720904343,144.853581484
Metropolitan Bus,6154,Wingara Ave/Woorite Pl (Keilor East),-37.729869851,144.867414795
Metropolitan Bus,6155,Tuppal Pl/Milleara Rd (Keilor East),-37.731679127,144.865309139
Metropolitan Bus,6156,Berembong Dr/Milleara Rd (Keilor East),-37.733618894,144.864935710
Metropolitan Bus,6157,Bradman Bvd/Milleara Rd (Keilor East),-37.737542221,144.864119441
Metropolitan Bus,6158,Warren Ct/Milleara Rd (Keilor East),-37.741082145,144.863529716
Metropolitan Bus,6159,Groves St/Milleara Rd (Keilor East),-37.744504765,144.862931952
Metropolitan Bus,616,Highview Cres/Wungan St (Macleod),-37.720749848,145.070278364
Metropolitan Bus,6160,The Crossway/Milleara Rd (Keilor East),-37.746022422,144.862638619
Metropolitan Bus,6162,Milleara Rd/Buckley St (Avondale Heights),-37.750963402,144.862780179
Metropolitan Bus,6163,Quinn Gr/Buckley St (Avondale Heights),-37.751330712,144.866140457
Metropolitan Bus,6164,Windsor Dr/Buckley St (Avondale Heights),-37.751588979,144.868459724
Metropolitan Bus,6165,Rachelle Rd/Buckley St (Avondale Heights),-37.751817924,144.870655002
Metropolitan Bus,6166,Dickson St/Buckley St (Avondale Heights),-37.752125849,144.873233926
Metropolitan Bus,6167,Prospect St/Buckley St (Essendon West),-37.753366974,144.884105725
Metropolitan Bus,6168,Bourke St/Buckley St (Essendon West),-37.753591152,144.886051544
Metropolitan Bus,6169,Hoffmans Rd/Buckley St (Aberfeldie),-37.753912833,144.888913960
Metropolitan Bus,617,Nicholls St/Wungan St (Macleod),-37.718554635,145.074362807
Metropolitan Bus,6170,High St/Separation St (Northcote),-37.769400090,144.999183738
Metropolitan Bus,6171,Northcote Station/Arthurton Rd (Northcote),-37.769034284,144.996219216
Metropolitan Bus,6172,St Georges Rd/Arthurton Rd (Northcote),-37.768527712,144.991873524
Metropolitan Bus,6173,Shakespeare Gr/Arthurton Rd (Northcote),-37.768075424,144.988604904
Metropolitan Bus,6174,Merri Creek/125 Arthurton Rd (Northcote),-37.767543221,144.984884399
Metropolitan Bus,6176,Myrtle St/Blyth St (Brunswick East),-37.766933108,144.975580764
Metropolitan Bus,6177,Lygon St/Blyth St (Brunswick East),-37.766595104,144.972695174
Metropolitan Bus,6178,Cooraminta St/Blyth St (Brunswick),-37.766111176,144.967622646
Metropolitan Bus,6179,Burchett St/Blyth St (Brunswick),-37.765875402,144.965449505
Metropolitan Bus,618,Wungan St/Dunvegan Cres (Macleod),-37.716931688,145.075970408
Metropolitan Bus,6180,Sydney Rd/Blyth St (Brunswick),-37.765593748,144.962710036
Metropolitan Bus,6181,Sydney Rd/Victoria St (Brunswick),-37.767022959,144.961456124
Metropolitan Bus,6182,Brunswick Station/Victoria St (Brunswick),-37.766855463,144.960109811
Metropolitan Bus,6183,Gardiner St/Victoria St (Brunswick),-37.766372672,144.956172539
Metropolitan Bus,6184,Clifton Park/Victoria St (Brunswick),-37.765887187,144.952087817
Metropolitan Bus,6185,Pearson St/Victoria St (Brunswick West),-37.765563742,144.949553895
Metropolitan Bus,6186,488 Victoria St (Brunswick West),-37.765276668,144.947041693
Metropolitan Bus,6187,Melville Rd/Victoria St (Brunswick West),-37.764928368,144.944122540
Metropolitan Bus,6188,Napperby St/Victoria St (Brunswick West),-37.764525440,144.940660043
Metropolitan Bus,6189,Juliet St/Wilson St (Moonee Ponds),-37.763719173,144.934756829
Metropolitan Bus,619,Macleod Railway Station/McNamara St (Macleod),-37.726128654,145.067994336
Metropolitan Bus,6190,Fanny St/Wilson St (Moonee Ponds),-37.763409345,144.932506474
Metropolitan Bus,6191,Thomas St/Wilson St (Moonee Ponds),-37.763182734,144.930378686
Metropolitan Bus,6192,McPherson St/Wilson St (Moonee Ponds),-37.763010897,144.928805610
Metropolitan Bus,6193,Pascoe Vale Rd/Wilson St (Moonee Ponds),-37.762690771,144.925976664
Metropolitan Bus,6194,Mt Alexander Rd/Kellaway Ave (Moonee Ponds),-37.764334759,144.924148511
Metropolitan Bus,6196,Victoria St/Rutland Rd (Box Hill),-37.820700561,145.130548194
Metropolitan Bus,6197,Rutland Rd/Barcelona St (Box Hill),-37.821337460,145.132065838
Metropolitan Bus,6198,32 Barcelona St (Box Hill),-37.822649259,145.131816906
Metropolitan Bus,6199,Sweetland Rd/Barcelona St (Box Hill),-37.823876199,145.131899579
Metropolitan Bus,620,Jacka St/Macleod Pde (Macleod),-37.727946268,145.065076452
Metropolitan Bus,6200,Via Media Park/Albion Rd (Box Hill),-37.825493908,145.133892492
Metropolitan Bus,6201,Middleborough Rd/Albion Rd (Box Hill),-37.825778145,145.136475762
Metropolitan Bus,6202,Gardenvale Station/Martin St (Brighton),-37.897325220,145.004128668
Metropolitan Bus,6203,Younger Ave/North Rd (Caulfield South),-37.900779975,145.015510553
Metropolitan Bus,6204,Hawthorn Rd/North Rd (Caulfield South),-37.901278217,145.019943993
Metropolitan Bus,6205,Brighton Cemetery/North Rd (Caulfield South),-37.901590890,145.022460420
Metropolitan Bus,6206,Bambra Rd/North Rd (Caulfield South),-37.901979536,145.025748206
Metropolitan Bus,6207,Spring Rd/North Rd (Caulfield South),-37.902310101,145.028264206
Metropolitan Bus,6208,Scott St/North Rd (Caulfield South),-37.902639662,145.030723390
Metropolitan Bus,6209,Frederick St/North Rd (Caulfield South),-37.902940248,145.033069636
Metropolitan Bus,621,Ruthven St/Macleod Pde (Macleod),-37.729647201,145.062740147
Metropolitan Bus,6210,Ormond Uniting Hall/North Rd (Ormond),-37.903253402,145.035631659
Metropolitan Bus,6211,Dalmor Ave/North Rd (Ormond),-37.903503923,145.037683570
Metropolitan Bus,6212,Ormond Station/North Rd (Ormond),-37.903723976,145.039531582
Metropolitan Bus,6213,Ulupna Rd/North Rd (Ormond),-37.904157189,145.042818381
Metropolitan Bus,6214,Nicholls Rd/North Rd (Ormond),-37.904636535,145.046718169
Metropolitan Bus,6215,Wild Cherry Rd/North Rd (Ormond),-37.905072564,145.050186957
Metropolitan Bus,6216,Koornang Rd/North Rd (Ormond),-37.905333536,145.052341058
Metropolitan Bus,6217,Tara Gr/North Rd (Carnegie),-37.905645898,145.054880527
Metropolitan Bus,6218,Elimatta Rd/North Rd (Carnegie),-37.905800557,145.056059321
Metropolitan Bus,622,Kawana Cres/Remington Dr (Glen Waverley),-37.888448037,145.182633146
Metropolitan Bus,6220,Murrumbeena Rd/North Rd (Murrumbeena),-37.906374034,145.060775731
Metropolitan Bus,6221,Crosbie Rd/North Rd (Murrumbeena),-37.906971694,145.065878297
Metropolitan Bus,6222,Brett St/North Rd (Murrumbeena),-37.907337815,145.068416478
Metropolitan Bus,6223,Reid St/North Rd (Murrumbeena),-37.907803961,145.072112226
Metropolitan Bus,6224,Poath Rd/North Rd (Hughesdale),-37.907990685,145.073608731
Metropolitan Bus,6225,Brine St/North Rd (Hughesdale),-37.908354510,145.076567891
Metropolitan Bus,6226,Long Pl/North Rd (Hughesdale),-37.908624940,145.078778814
Metropolitan Bus,6227,White St/North Rd (Hughesdale),-37.908966542,145.081488372
Metropolitan Bus,6228,Warrigal Rd/North Rd (Hughesdale),-37.909320424,145.084402374
Metropolitan Bus,6229,Arcadia Cl/Oban Rd (Ringwood North),-37.793534266,145.234226728
Metropolitan Bus,6231,Batman St/Buckley St (Aberfeldie),-37.754162258,144.891267698
Metropolitan Bus,6232,Price St/Buckley St (Aberfeldie),-37.754433301,144.893825142
Metropolitan Bus,6233,Fawkner St/Buckley St (Aberfeldie),-37.754636267,144.895601369
Metropolitan Bus,6234,Vida St/Buckley St (Aberfeldie),-37.755041511,144.899119823
Metropolitan Bus,6235,St Kinnord St/Buckley St (Aberfeldie),-37.755505744,144.902920410
Metropolitan Bus,6236,Combermere St/Buckley St (Aberfeldie),-37.755728808,144.904820978
Metropolitan Bus,6237,Scott St/Buckley St (Essendon),-37.756174642,144.908610807
Metropolitan Bus,6238,Robb St/Buckley St (Essendon),-37.756411854,144.910806126
Metropolitan Bus,6239,St Columba's College/Buckley St (Essendon),-37.756819662,144.914494942
Metropolitan Bus,6241,Chisholm St/Vida St (Aberfeldie),-37.760507666,144.897886810
Metropolitan Bus,6242,Fawkner St/Chisholm St (Aberfeldie),-37.760372127,144.895847450
Metropolitan Bus,6243,Arthur St/Vida St (Aberfeldie),-37.759178448,144.898140109
Metropolitan Bus,6244,Ave Maria College/Alma St (Aberfeldie),-37.757016620,144.898700726
Metropolitan Bus,6245,Beaver St/Alma St (Aberfeldie),-37.757419149,144.902071829
Metropolitan Bus,6246,Combermere St/Alma St (Aberfeldie),-37.757714765,144.904503878
Metropolitan Bus,6247,Alma St/Waverley St (Essendon),-37.758188258,144.906806075
Metropolitan Bus,6249,Corio St/Waverley St (Moonee Ponds),-37.762283258,144.905998192
Metropolitan Bus,625,Rattray Rd/Looker Rd (Montmorency),-37.719907798,145.124178853
Metropolitan Bus,6250,Maribyrnong Park/Holmes Rd (Moonee Ponds),-37.765216657,144.906256007
Metropolitan Bus,6251,Lennox St/Holmes Rd (Moonee Ponds),-37.765464740,144.908553445
Metropolitan Bus,6252,Darling St/Holmes Rd (Moonee Ponds),-37.765752430,144.911054119
Metropolitan Bus,6253,Chester St/Holmes Rd (Moonee Ponds),-37.765992418,144.913408578
Metropolitan Bus,6254,Grosvenor St/Holmes Rd (Moonee Ponds),-37.766236174,144.915978637
Metropolitan Bus,6255,Daisy St/Buckley St (Essendon),-37.756254907,144.910594882
Metropolitan Bus,6256,Lincoln Rd/Buckley St (Essendon),-37.755983677,144.908514031
Metropolitan Bus,6258,Park St/Waverley St (Moonee Ponds),-37.760837933,144.906311383
Metropolitan Bus,6260,Holmes Rd/Waverley St (Moonee Ponds),-37.765530025,144.905634166
Metropolitan Bus,6261,Maribyrnong Park/Orford St (Moonee Ponds),-37.768330316,144.904488038
Metropolitan Bus,6262,Maribyrnong Park/Maribyrnong Rd (Ascot Vale),-37.770140642,144.902404813
Metropolitan Bus,6263,Navigator St/Raleigh Rd (Maribyrnong),-37.769699952,144.898409824
Metropolitan Bus,6264,Maribyrnong RSL/Raleigh Rd (Maribyrnong),-37.769211455,144.894268659
Metropolitan Bus,6265,Barb St/Raleigh Rd (Maribyrnong),-37.768893339,144.891598519
Metropolitan Bus,6266,Randall St/Raleigh Rd (Maribyrnong),-37.768631179,144.889539839
Metropolitan Bus,6268,Conquest Dr/Tarneit Rd (Werribee),-37.894010858,144.663107316
Metropolitan Bus,6272,Rosella Ave/Kookaburra Ave (Werribee),-37.889522500,144.674437831
Metropolitan Bus,6273,Swallow St/Kookaburra Ave (Werribee),-37.887226042,144.674964905
Metropolitan Bus,6274,Nightingale Dr/Kookaburra Ave (Werribee),-37.885407300,144.675954451
Metropolitan Bus,6275,Sherrin Ct/Kookaburra Ave (Werribee),-37.884875132,144.678211035
Metropolitan Bus,6276,Derrimut Rd/Kookaburra Ave (Werribee),-37.885326731,144.681005206
Metropolitan Bus,6277,Derrimut Rd/Willmott Dr (Hoppers Crossing),-37.886704054,144.681848854
Metropolitan Bus,6278,Peacock St/Willmott Dr (Hoppers Crossing),-37.886804285,144.685108930
Metropolitan Bus,6279,Huntingfield Dr/Willmott Dr (Hoppers Crossing),-37.886017475,144.687714563
Metropolitan Bus,628,Grandview Tce/Willsmere Rd (Kew),-37.793890335,145.037509876
Metropolitan Bus,6280,Woodville Park Shopping Centre/Warringa Cres (Hoppers Crossing),-37.883790308,144.688102591
Metropolitan Bus,6281,Yarrabee Dr/Warringa Cres (Hoppers Crossing),-37.880804884,144.683841568
Metropolitan Bus,6282,Sier Ave/Cameron Dr (Hoppers Crossing),-37.868687845,144.687665423
Metropolitan Bus,6283,McCarron Pde/Buckley St (Essendon),-37.755599680,144.904654365
Metropolitan Bus,6286,Brunel St/Tilba St (Aberfeldie),-37.761984411,144.895801757
Metropolitan Bus,6287,Chisholm St/Vida St (Aberfeldie),-37.760676575,144.897757165
Metropolitan Bus,6288,Arthur St/Vida St (Aberfeldie),-37.759357782,144.898089629
Metropolitan Bus,6289,Ave Maria College/Alma St (Aberfeldie),-37.756935353,144.898691675
Metropolitan Bus,629,Crawford Rd/Manningham Rd (Doncaster),-37.777432268,145.120250548
Metropolitan Bus,6290,Beaver St/Alma St (Aberfeldie),-37.757253700,144.901384115
Metropolitan Bus,6291,Combermere St/Alma St (Moonee Ponds),-37.757571785,144.904065236
Metropolitan Bus,6292,Waverley St/Alma St (Essendon),-37.757899623,144.906791510
Metropolitan Bus,6293,Alma St/Waverley St (Essendon),-37.758441267,144.906844346
Metropolitan Bus,6294,Park St/Waverley St (Moonee Ponds),-37.760345761,144.906506880
Metropolitan Bus,6295,Corio St/Waverley St (Moonee Ponds),-37.762653562,144.906044505
Metropolitan Bus,6296,Maribyrnong Park/Holmes Rd (Moonee Ponds),-37.765127190,144.906292586
Metropolitan Bus,6297,Norfolk St/Holmes Rd (Moonee Ponds),-37.765364653,144.908499505
Metropolitan Bus,6298,Darling St/Holmes Rd (Moonee Ponds),-37.765633323,144.910943951
Metropolitan Bus,6299,Chester St/Holmes Rd (Moonee Ponds),-37.765863100,144.913230582
Metropolitan Bus,630,White Ave/Kilby Rd (Kew East),-37.791018473,145.042559812
Metropolitan Bus,6300,Grosvenor St/Holmes Rd (Moonee Ponds),-37.766100864,144.915971083
Metropolitan Bus,6301,Lorraine St/Buckley St (Essendon),-37.756615169,144.912616493
Metropolitan Bus,6307,Holmes Rd/Waverley St (Moonee Ponds),-37.765513221,144.905702752
Metropolitan Bus,6308,Maribyrnong Park/Orford St (Moonee Ponds),-37.768673196,144.904512416
Metropolitan Bus,6309,Hurtle St/Maribyrnong Rd (Ascot Vale),-37.770284034,144.902866218
Metropolitan Bus,631,The Nook/Bulleen Rd (Balwyn North),-37.787963687,145.074833568
Metropolitan Bus,6310,Clyde St/Raleigh Rd (Maribyrnong),-37.769796097,144.898747678
Metropolitan Bus,6311,Maribyrnong RSL/Raleigh Rd (Maribyrnong),-37.769302743,144.894334184
Metropolitan Bus,6312,Warrs Rd/Raleigh Rd (Maribyrnong),-37.768932282,144.891256841
Metropolitan Bus,6313,Randall St/Raleigh Rd (Maribyrnong),-37.768729851,144.889514328
Metropolitan Bus,6314,Rosamond Rd/Raleigh Rd (Maribyrnong),-37.769043755,144.886917054
Metropolitan Bus,6316,Glenluss St/Tarneit Rd (Werribee),-37.896569434,144.665346184
Metropolitan Bus,6317,Austin St/Tarneit Rd (Werribee),-37.894173635,144.663136281
Metropolitan Bus,6321,Rosella Ave/Kookaburra Ave (Werribee),-37.889430647,144.674349758
Metropolitan Bus,6322,Sibley St/Kookaburra Ave (Werribee),-37.887483388,144.674763515
Metropolitan Bus,6323,Nightingale Dr/Kookaburra Ave (Werribee),-37.885580231,144.675585177
Metropolitan Bus,6324,Owen Ct/Kookaburra Ave (Werribee),-37.884791090,144.678975451
Metropolitan Bus,6325,Derrimut Rd/Kookaburra Ave (Werribee),-37.885260284,144.681291537
Metropolitan Bus,6326,Derrimut Rd/Willmott Dr (Hoppers Crossing),-37.886636038,144.682055649
Metropolitan Bus,6328,RHL Sparks Reserve/Middleborough Rd (Blackburn),-37.828188058,145.136710545
Metropolitan Bus,6329,Canterbury Rd/Middleborough Rd (Blackburn South),-37.831550002,145.136171474
Metropolitan Bus,6330,Ayr St/Middleborough Rd (Blackburn South),-37.833024139,145.135929849
Metropolitan Bus,6331,Dundee St/Middleborough Rd (Blackburn South),-37.834893564,145.135610084
Metropolitan Bus,6342,Inala Village/Middleborough Rd (Blackburn South),-37.837607254,145.135109954
Metropolitan Bus,6343,Aldinga St/Middleborough Rd (Blackburn South),-37.839485323,145.134767199
Metropolitan Bus,6344,Fulton Rd/Middleborough Rd (Blackburn South),-37.841174035,145.134417832
Metropolitan Bus,6345,Hastings Ave/Middleborough Rd (Blackburn South),-37.842135588,145.134245870
Metropolitan Bus,6346,Joyhill Ave/Middleborough Rd (Box Hill South),-37.843788983,145.133942824
Metropolitan Bus,6347,Eley Rd/Middleborough Rd (Burwood East),-37.846295648,145.133459144
Metropolitan Bus,6348,Stewart St/Middleborough Rd (Burwood),-37.848236405,145.133091986
Metropolitan Bus,6349,Johnston St/Middleborough Rd (Burwood),-37.849557568,145.132865455
Metropolitan Bus,6350,Burwood Hwy/Middleborough Rd (Burwood East),-37.852632469,145.132412816
Metropolitan Bus,6351,Rees St/Middleborough Rd (Burwood),-37.855264877,145.131903107
Metropolitan Bus,6352,Highbury Rd/Middleborough Rd (Burwood East),-37.856936457,145.131610849
Metropolitan Bus,6353,Nelson Rd/Whitehorse Rd (Box Hill),-37.817326293,145.117864438
Metropolitan Bus,6354,Hood St/Whitehorse Rd (Mont Albert),-37.816503535,145.110944328
Metropolitan Bus,6355,Laing St/Whitehorse Rd (Mont Albert),-37.815987835,145.106890599
Metropolitan Bus,6356,Marlborough St/Whitehorse Rd (Mont Albert),-37.815603188,145.103708287
Metropolitan Bus,6357,York St/Whitehorse Rd (Mont Albert),-37.815393934,145.101907419
Metropolitan Bus,6358,Erne St/Union Rd (Balwyn),-37.810140782,145.100281292
Metropolitan Bus,6359,Winmalee Rd/Union Rd (Balwyn),-37.808317057,145.100634719
Metropolitan Bus,6360,Belmore Rd/Union Rd (Balwyn),-37.804930474,145.101312118
Metropolitan Bus,6361,Kenilworth St/Belmore Rd (Balwyn),-37.804040104,145.098631684
Metropolitan Bus,6362,Ajana St/Greythorn Rd (Balwyn North),-37.802307087,145.097347257
Metropolitan Bus,6363,Reading Ave/Greythorn Rd (Balwyn North),-37.801148695,145.097604136
Metropolitan Bus,6364,Alpha St/Greythorn Rd (Balwyn North),-37.799054546,145.097953156
Metropolitan Bus,6365,Sweyn St/Greythorn Rd (Balwyn North),-37.796476149,145.098450855
Metropolitan Bus,6366,Lime Ave/Greythorn Rd (Balwyn North),-37.793835790,145.099018244
Metropolitan Bus,6367,Doncaster Rd/Greythorn Rd (Balwyn North),-37.790441114,145.099752543
Metropolitan Bus,6368,Singleton Rd/Carron St (Balwyn North),-37.781365647,145.091923185
Metropolitan Bus,6369,Balwyn Rd/Larbert Ave (Balwyn North),-37.781605113,145.087795277
Metropolitan Bus,6371,Prose St/Balwyn Rd (Balwyn North),-37.782830390,145.087218664
Metropolitan Bus,6372,Nevada St/Balwyn Rd (Balwyn North),-37.785076172,145.086774686
Metropolitan Bus,6373,Boroondara SC/Balwyn Rd (Balwyn North),-37.787106306,145.086370308
Metropolitan Bus,6374,Jaserfold St/Balwyn Rd (Balwyn North),-37.790816356,145.085638653
Metropolitan Bus,6375,Corby St/Balwyn Rd (Balwyn North),-37.792262612,145.085351486
Metropolitan Bus,6376,Doncaster Rd/Balwyn Rd (Balwyn North),-37.795389704,145.084793770
Metropolitan Bus,6377,Lansdown St/Balwyn Rd (Balwyn North),-37.797194990,145.084417791
Metropolitan Bus,6378,Albury Rd/Balwyn Rd (Balwyn North),-37.799529170,145.083869122
Metropolitan Bus,6379,Gordon Barnard Reserve/Balwyn Rd (Balwyn North),-37.801444582,145.083615184
Metropolitan Bus,6380,Belmore Rd/Balwyn Rd (Balwyn),-37.804032092,145.083128051
Metropolitan Bus,6381,Yongala St/Balwyn Rd (Balwyn),-37.805809789,145.082718617
Metropolitan Bus,6382,Dundee St/Balwyn Rd (Balwyn),-37.807634559,145.082432889
Metropolitan Bus,6383,Yarrbat Ave/Balwyn Rd (Balwyn),-37.809332473,145.082104992
Metropolitan Bus,6384,Jurang St/Balwyn Rd (Balwyn),-37.810302392,145.081898150
Metropolitan Bus,6385,Whitehorse Rd/Balwyn Rd (Balwyn),-37.813150199,145.081347350
Metropolitan Bus,6386,Fintona Girls School/Balwyn Rd (Balwyn),-37.815387669,145.080948627
Metropolitan Bus,6387,Mont Albert Rd/Balwyn Rd (Balwyn),-37.817866875,145.080452733
Metropolitan Bus,6389,Daphne St/Canterbury Rd (Canterbury),-37.823586772,145.076975736
Metropolitan Bus,639,Page Ave/Kilby Rd (Kew East),-37.791278814,145.045755359
Metropolitan Bus,6391,Alexandra Ave/Canterbury Rd (Canterbury),-37.823016577,145.071866722
Metropolitan Bus,6392,Canterbury Rd/Stanhope Gr (Camberwell),-37.823281968,145.065520354
Metropolitan Bus,6393,Broadway/Stanhope Gr (Camberwell),-37.825581862,145.065085371
Metropolitan Bus,6395,Airds Rd/Templestowe Rd (Templestowe Lower),-37.756546082,145.109780313
Metropolitan Bus,6396,Pentlowe Ave/Templestowe Rd (Templestowe Lower),-37.756128556,145.104546865
Metropolitan Bus,6397,Rose Ave/Templestowe Rd (Templestowe Lower),-37.756298121,145.102204266
Metropolitan Bus,6398,Mincha Ave/Pleasant Rd (Templestowe Lower),-37.759640064,145.095966434
Metropolitan Bus,6399,Bulleen Plaza SC/Grant Olson Ave (Bulleen),-37.765288507,145.093051646
Metropolitan Bus,640,Leith Cres/Howe Pde (Port Melbourne),-37.836434951,144.921958411
Metropolitan Bus,6400,16 Kandanga Gr (Bulleen),-37.770915541,145.092714089
Metropolitan Bus,6401,Robinson Gr/Lincoln Dr (Bulleen),-37.772524490,145.094682279
Metropolitan Bus,6403,Marsham Rd/Stephensons Rd (Mount Waverley),-37.862738531,145.131509798
Metropolitan Bus,6404,Marianne Way/Stephensons Rd (Mount Waverley),-37.865775940,145.130967004
Metropolitan Bus,6406,High Street Rd/Stephensons Rd (Mount Waverley),-37.868920541,145.130364610
Metropolitan Bus,6407,Mt Waverley Railway Station/Stephensons Rd (Mount Waverley),-37.874635184,145.129299248
Metropolitan Bus,6408,Mt Waverley SC/Stephensons Rd (Mount Waverley),-37.876191267,145.129112081
Metropolitan Bus,6409,Sherwood Rd/Stephensons Rd (Mount Waverley),-37.879110281,145.128492476
Metropolitan Bus,641,Rosny St/Howe Pde (Port Melbourne),-37.836748448,144.925426647
Metropolitan Bus,6410,Mt Waverley Police Station/Stephensons Rd (Mount Waverley),-37.880969749,145.128115677
Metropolitan Bus,6411,Charlton St/Stephensons Rd (Mount Waverley),-37.882946504,145.127747257
Metropolitan Bus,6412,Albert St/Stephensons Rd (Mount Waverley),-37.883628781,145.127582162
Metropolitan Bus,6413,Wagstaff St/Stephensons Rd (Mount Waverley),-37.886711556,145.127060610
Metropolitan Bus,6414,Birdie St/Stephensons Rd (Mount Waverley),-37.888364370,145.126723079
Metropolitan Bus,6415,Griffiths Ct/Stephensons Rd (Mount Waverley),-37.890080600,145.126406667
Metropolitan Bus,6416,Hardner Rd/Stephensons Rd (Mount Waverley),-37.894310987,145.125514742
Metropolitan Bus,6417,Bellerive Ave/Stephensons Rd (Mount Waverley),-37.898179764,145.124552276
Metropolitan Bus,6418,Ferntree Gully Rd/Clayton Rd (Mount Waverley),-37.899855836,145.124543849
Metropolitan Bus,6419,Fairland Ave/Clayton Rd (Oakleigh East),-37.902749049,145.124004094
Metropolitan Bus,642,Barak Rd/Howe Pde (Port Melbourne),-37.836904159,144.927103991
Metropolitan Bus,6420,Strelden Ave/Clayton Rd (Oakleigh East),-37.904501117,145.123675259
Metropolitan Bus,6421,Bayview Ave/Clayton Rd (Clayton),-37.906351366,145.123287042
Metropolitan Bus,6422,Boyd Ave/Clayton Rd (Oakleigh East),-37.907789231,145.123034400
Metropolitan Bus,6423,Woodside Ave/Clayton Rd (Clayton),-37.909091973,145.122785182
Metropolitan Bus,6424,Princes Hwy/Clayton Rd (Clayton),-37.910512001,145.122544346
Metropolitan Bus,6426,Myriong St/Clayton Rd (Clayton),-37.915346424,145.121670665
Metropolitan Bus,6427,Ross St/Melbourne Rd (Newport),-37.838073706,144.882437281
Metropolitan Bus,6428,Newcastle St/Melbourne Rd (Newport),-37.840133834,144.882741983
Metropolitan Bus,6429,Mason St/Melbourne Rd (Newport),-37.842067251,144.883016233
Metropolitan Bus,643,Williamstown Rd/Beacon Rd (Port Melbourne),-37.834444512,144.929695323
Metropolitan Bus,6430,Wilkins St/Melbourne Rd (Newport),-37.846504072,144.885696320
